ID,lemma,pos,frequency,WPM
3777,agencia,PROPN,563,16.359284999869388
3778,sr.,NOUN,563,16.359284999869388
3779,hacía,NOUN,562,16.330227655287025
3780,bueno,PROPN,562,16.330227655287025
3781,bien.\nes,PROPN,562,16.330227655287025
3782,colina,NOUN,562,16.330227655287025
3783,eso.\nlo,NOUN,562,16.330227655287025
3784,decirte,NOUN,562,16.330227655287025
3785,man,PROPN,562,16.330227655287025
3786,hicimo,NOUN,562,16.330227655287025
3787,verdaderamente,ADV,562,16.330227655287025
3788,coordenada,NOUN,562,16.330227655287025
3789,conversar,VERB,561,16.301170310704666
3790,construcción,NOUN,561,16.301170310704666
3791,gesto,NOUN,561,16.301170310704666
3792,lã­nea,NOUN,561,16.301170310704666
3793,deshacer él,VERB,560,16.272112966122304
3794,resistencia,NOUN,560,16.272112966122304
3795,multitud,NOUN,560,16.272112966122304
3796,street,PROPN,560,16.272112966122304
3797,jamir,VERB,559,16.24305562153994
3798,grosero,ADJ,559,16.24305562153994
3799,necesita,ADJ,559,16.24305562153994
3800,porquería,NOUN,559,16.24305562153994
3801,acento,NOUN,559,16.24305562153994
3802,biblia,PROPN,558,16.21399827695758
3803,corresponder,VERB,558,16.21399827695758
3804,er,ADJ,558,16.21399827695758
3805,volví,VERB,558,16.21399827695758
3806,mascota,NOUN,558,16.21399827695758
3807,negro,PROPN,558,16.21399827695758
3808,constante,ADJ,558,16.21399827695758
3809,código,PROPN,557,16.18494093237522
3810,extraordinario,ADJ,557,16.18494093237522
3811,qué?\n¿por,PROPN,557,16.18494093237522
3812,gimnasio,NOUN,557,16.18494093237522
3813,despedida,NOUN,557,16.18494093237522
3814,cargado,ADJ,556,16.155883587792857
3815,esposo,ADJ,556,16.155883587792857
3816,odar,VERB,556,16.155883587792857
3817,instituto,NOUN,556,16.155883587792857
3818,verás,PROPN,556,16.155883587792857
3819,actriz,NOUN,556,16.155883587792857
3820,encuentr,NOUN,556,16.155883587792857
3821,electrónico,ADJ,556,16.155883587792857
3822,ee.uu.,PROPN,556,16.155883587792857
3823,molestia,NOUN,556,16.155883587792857
3824,corazã³n,PROPN,556,16.155883587792857
3825,sí.\ny,PROPN,556,16.155883587792857
3826,asã­.,ADJ,556,16.155883587792857
3827,lesión,NOUN,556,16.155883587792857
3828,descargar,VERB,555,16.1268262432105
3829,progreso,NOUN,555,16.1268262432105
3830,agregar,VERB,555,16.1268262432105
3831,mamã,PROPN,554,16.097768898628136
3832,pato,NOUN,554,16.097768898628136
3833,vi,AUX,554,16.097768898628136
3834,invisible,ADJ,554,16.097768898628136
3835,oscar,PROPN,554,16.097768898628136
3836,estãºpido,ADJ,553,16.068711554045773
3837,avanzado,ADJ,553,16.068711554045773
3838,incómodo,ADJ,553,16.068711554045773
3839,caballeros,PROPN,553,16.068711554045773
3840,tendrás,ADJ,553,16.068711554045773
3841,mueva,ADJ,553,16.068711554045773
3842,publicidad,NOUN,553,16.068711554045773
3843,quince,NUM,553,16.068711554045773
3844,jugada,NOUN,553,16.068711554045773
3845,estrellar,VERB,553,16.068711554045773
3846,ley,PROPN,552,16.039654209463414
3847,apariencia,NOUN,552,16.039654209463414
3848,quisar,VERB,552,16.039654209463414
3849,qué?\nno,PRON,552,16.039654209463414
3850,doblar,VERB,552,16.039654209463414
3851,parez,ADJ,552,16.039654209463414
3852,pirata,NOUN,552,16.039654209463414
3853,trabajo.\nno,NOUN,551,16.01059686488105
3854,residencia,NOUN,550,15.981539520298691
3855,anotar,VERB,550,15.981539520298691
3856,momento.\nno,PROPN,550,15.981539520298691
3857,enferma,NOUN,550,15.981539520298691
3858,coã±o,PROPN,550,15.981539520298691
3859,niã±a,PROPN,549,15.952482175716328
3860,recomendar,VERB,549,15.952482175716328
3861,vuestra,NOUN,549,15.952482175716328
3862,qué?\nla,PROPN,549,15.952482175716328
3863,seas,NOUN,549,15.952482175716328
3864,cueva,NOUN,549,15.952482175716328
3865,limpieza,NOUN,549,15.952482175716328
3866,monsieur,PROPN,549,15.952482175716328
3867,cabaña,NOUN,548,15.92342483113397
3868,disculpar yo,VERB,548,15.92342483113397
3869,contiguir,VERB,547,15.894367486551607
3870,10000,NUM,547,15.894367486551607
3871,cantante,NOUN,547,15.894367486551607
3872,cobarde,NOUN,547,15.894367486551607
3873,explorar,VERB,547,15.894367486551607
3874,haer,VERB,547,15.894367486551607
3875,llegada,NOUN,546,15.865310141969246
3876,whisky,PROPN,546,15.865310141969246
3877,alternativa,NOUN,546,15.865310141969246
3878,habã­a,NUM,546,15.865310141969246
3879,bishop,PROPN,546,15.865310141969246
3880,factura,NOUN,545,15.836252797386884
3881,sorprendido,ADJ,545,15.836252797386884
3882,tico,ADJ,545,15.836252797386884
3883,enviar él,VERB,545,15.836252797386884
3884,ja,INTJ,545,15.836252797386884
3885,ola,NOUN,545,15.836252797386884
3886,aniversario,NOUN,545,15.836252797386884
3887,about,ADJ,545,15.836252797386884
3888,seguro,ADV,544,15.807195452804525
3889,sagrado,ADJ,544,15.807195452804525
3890,aquã­.,ADJ,544,15.807195452804525
3891,copa,PROPN,544,15.807195452804525
3892,riley,PROPN,544,15.807195452804525
3893,eso.\nno,PRON,543,15.778138108222162
3894,acabado,ADJ,543,15.778138108222162
3895,tomado,ADJ,543,15.778138108222162
3896,argumento,NOUN,542,15.749080763639803
3897,piano,NOUN,542,15.749080763639803
3898,ejército,PROPN,542,15.749080763639803
3899,walt,PROPN,542,15.749080763639803
3900,steven,PROPN,541,15.720023419057439
3901,podriar,VERB,541,15.720023419057439
3902,nieto,NOUN,541,15.720023419057439
3903,montã³n,NOUN,541,15.720023419057439
3904,olvidé,VERB,540,15.690966074475076
3905,tãº.,PROPN,540,15.690966074475076
3906,pudistir,VERB,540,15.690966074475076
3907,vender él,VERB,539,15.661908729892717
3908,bien.\nla,PROPN,539,15.661908729892717
3909,just,PROPN,539,15.661908729892717
3910,excepción,NOUN,538,15.632851385310355
3911,queriar,VERB,538,15.632851385310355
3912,básico,ADJ,538,15.632851385310355
3913,internacional,ADJ,538,15.632851385310355
3914,aãºn,PROPN,537,15.603794040727996
3915,secundaria,NOUN,537,15.603794040727996
3916,mã­a,PROPN,537,15.603794040727996
3917,invadir,VERB,537,15.603794040727996
3918,pobre,NOUN,537,15.603794040727996
3919,electricidad,NOUN,537,15.603794040727996
3920,â¡quã,PROPN,537,15.603794040727996
3921,caída,NOUN,537,15.603794040727996
3922,harã,NUM,536,15.574736696145631
3923,escuela,PROPN,536,15.574736696145631
3924,debate,NOUN,536,15.574736696145631
3925,bombero,NOUN,536,15.574736696145631
3926,fianza,NOUN,536,15.574736696145631
3927,hada,NOUN,535,15.545679351563273
3928,puedo,ADJ,535,15.545679351563273
3929,americano,NOUN,535,15.545679351563273
3930,adoptar,VERB,535,15.545679351563273
3931,ganar él,VERB,535,15.545679351563273
3932,delincuente,NOUN,535,15.545679351563273
3933,escuchar él,VERB,534,15.51662200698091
3934,comité,NOUN,534,15.51662200698091
3935,seã±ora,PROPN,534,15.51662200698091
3936,´,PROPN,534,15.51662200698091
3937,él.\ny,NOUN,533,15.487564662398551
3938,consigar,VERB,533,15.487564662398551
3939,asegúratir,VERB,533,15.487564662398551
3940,pico,NOUN,533,15.487564662398551
3941,torturar,VERB,533,15.487564662398551
3942,fastidiar,VERB,533,15.487564662398551
3943,apuñalar,VERB,533,15.487564662398551
3944,hab él,VERB,532,15.458507317816188
3945,tuvierar,VERB,532,15.458507317816188
3946,judío,ADJ,532,15.458507317816188
3947,etapa,NOUN,532,15.458507317816188
3948,descripción,NOUN,532,15.458507317816188
3949,llegado,ADJ,532,15.458507317816188
3950,listo,PROPN,532,15.458507317816188
3951,hablarar,VERB,531,15.429449973233828
3952,sueldo,NOUN,531,15.429449973233828
3953,aquí.\nno,PROPN,530,15.400392628651465
3954,tonta,NOUN,530,15.400392628651465
3955,planeado,ADJ,530,15.400392628651465
3956,cifra,NOUN,530,15.400392628651465
3957,salario,NOUN,530,15.400392628651465
3958,terrorista,ADJ,530,15.400392628651465
3959,psiquiatra,NOUN,529,15.371335284069103
3960,inversión,NOUN,529,15.371335284069103
3961,bien.\nes,ADV,529,15.371335284069103
3962,doug,PROPN,529,15.371335284069103
3963,recibo,NOUN,529,15.371335284069103
3964,absurdo,ADJ,529,15.371335284069103
3965,privilegio,NOUN,529,15.371335284069103
3966,traidor,NOUN,529,15.371335284069103
3967,jacob,PROPN,529,15.371335284069103
3968,encanta,NOUN,528,15.342277939486744
3969,gloria,NOUN,528,15.342277939486744
3970,cuã¡nto,NOUN,528,15.342277939486744
3971,advertencia,NOUN,527,15.313220594904381
3972,profundamente,ADV,527,15.313220594904381
3973,dick,PROPN,527,15.313220594904381
3974,frankie,PROPN,527,15.313220594904381
3975,cristo,PROPN,526,15.28416325032202
3976,edward,PROPN,526,15.28416325032202
3977,presupuesto,NOUN,526,15.28416325032202
3978,intercambio,NOUN,526,15.28416325032202
3979,mentar,VERB,526,15.28416325032202
3980,at,DET,526,15.28416325032202
3981,collar,NOUN,525,15.25510590573966
3982,iré,NOUN,525,15.25510590573966
3983,varios,PRON,525,15.25510590573966
3984,lou,PROPN,525,15.25510590573966
3985,fraude,NOUN,525,15.25510590573966
3986,olivia,PROPN,524,15.226048561157299
3987,conceder,VERB,524,15.226048561157299
3988,señor.\nno,VERB,524,15.226048561157299
3989,calle,PROPN,524,15.226048561157299
3990,5000,NUM,524,15.226048561157299
3991,órgano,NOUN,524,15.226048561157299
3992,ingreso,NOUN,523,15.196991216574936
3993,fracaso,NOUN,523,15.196991216574936
3994,rutina,NOUN,523,15.196991216574936
3995,rebecca,PROPN,523,15.196991216574936
3996,cambiar él,VERB,523,15.196991216574936
3997,patata,NOUN,523,15.196991216574936
3998,nathan,PROPN,523,15.196991216574936
3999,.pero,NOUN,523,15.196991216574936
4000,masaje,NOUN,522,15.167933871992576
4001,encendido,ADJ,522,15.167933871992576
4002,sally,PROPN,522,15.167933871992576
4003,hacer.\nno,VERB,521,15.138876527410213
4004,evidenciar,VERB,521,15.138876527410213
4005,matón,NOUN,521,15.138876527410213
4006,micrófono,NOUN,520,15.109819182827852
4007,uniforme,ADJ,520,15.109819182827852
4008,so,PROPN,520,15.109819182827852
4009,conclusión,NOUN,519,15.080761838245492
4010,has,PROPN,519,15.080761838245492
4011,mate,NOUN,519,15.080761838245492
4012,desayunar,VERB,519,15.080761838245492
4013,tribu,NOUN,519,15.080761838245492
4014,familia,PROPN,519,15.080761838245492
4015,eso.\nes,NUM,519,15.080761838245492
4016,sra.,PUNCT,519,15.080761838245492
4017,cajón,NOUN,519,15.080761838245492
4018,pito,NOUN,519,15.080761838245492
4019,autopista,NOUN,519,15.080761838245492
4020,todo.\nno,PROPN,518,15.05170449366313
4021,huésped,NOUN,518,15.05170449366313
4022,cirujano,NOUN,518,15.05170449366313
4023,mama,NOUN,518,15.05170449366313
4024,ánimo,NOUN,517,15.02264714908077
4025,raíz,NOUN,517,15.02264714908077
4026,uds.,PUNCT,517,15.02264714908077
4027,damas,PROPN,517,15.02264714908077
4028,píldora,NOUN,517,15.02264714908077
4029,amigo.\nno,VERB,517,15.02264714908077
4030,hombre.\nno,NOUN,517,15.02264714908077
4031,him,PROPN,517,15.02264714908077
4032,costo,NOUN,517,15.02264714908077
4033,serás,NOUN,517,15.02264714908077
4034,â¿sabser,VERB,516,14.993589804498408
4035,reservar,VERB,516,14.993589804498408
4036,específico,ADJ,516,14.993589804498408
4037,aãºn,VERB,516,14.993589804498408
4038,lazo,NOUN,516,14.993589804498408
4039,qué?\npar,VERB,516,14.993589804498408
4040,dama,PROPN,516,14.993589804498408
4041,dificultad,NOUN,516,14.993589804498408
4042,unir él,VERB,516,14.993589804498408
4043,submarino,NOUN,516,14.993589804498408
4044,podrã,PROPN,515,14.964532459916047
4045,dã³ndir,VERB,515,14.964532459916047
4046,walker,PROPN,515,14.964532459916047
4047,calentar,VERB,515,14.964532459916047
4048,hitler,PROPN,515,14.964532459916047
4049,medalla,NOUN,515,14.964532459916047
4050,autorizado,ADJ,514,14.935475115333686
4051,arrestado,ADJ,514,14.935475115333686
4052,meterte,NOUN,514,14.935475115333686
4053,rara,ADJ,514,14.935475115333686
4054,â¿cuã¡nto,ADJ,514,14.935475115333686
4055,mafia,NOUN,514,14.935475115333686
4056,extranjero,NOUN,514,14.935475115333686
4057,cuã¡ndo,VERB,513,14.906417770751325
4058,gracias,ADP,513,14.906417770751325
4059,escuché,NOUN,513,14.906417770751325
4060,incapaz,ADJ,513,14.906417770751325
4061,secretaria,NOUN,513,14.906417770751325
4062,follar,VERB,513,14.906417770751325
4063,queréis,NUM,513,14.906417770751325
4064,lindo,PROPN,513,14.906417770751325
4065,mãºsica,PROPN,513,14.906417770751325
4066,detente,ADJ,513,14.906417770751325
4067,técnicamente,ADV,513,14.906417770751325
4068,tarta,NOUN,513,14.906417770751325
4069,logan,PROPN,513,14.906417770751325
4070,you'rir,VERB,513,14.906417770751325
4071,viste,VERB,512,14.877360426168964
4072,adiós.\nadiós,PROPN,512,14.877360426168964
4073,importa.\nno,VERB,512,14.877360426168964
4074,mantequilla,NOUN,512,14.877360426168964
4075,técnica,NOUN,512,14.877360426168964
4076,reunir él,VERB,512,14.877360426168964
4077,religión,NOUN,512,14.877360426168964
4078,piense,ADJ,511,14.848303081586602
4079,bien.\n¿qué,ADJ,511,14.848303081586602
4080,jamar,VERB,511,14.848303081586602
4081,instrumento,NOUN,511,14.848303081586602
4082,sois,PROPN,511,14.848303081586602
4083,estarer,AUX,510,14.81924573700424
4084,chino,NOUN,510,14.81924573700424
4085,callado,ADJ,509,14.790188392421879
4086,capital,NOUN,509,14.790188392421879
4087,atrevir,VERB,509,14.790188392421879
4088,cámara,PROPN,509,14.790188392421879
4089,diferenciar,VERB,509,14.790188392421879
4090,matado,ADJ,509,14.790188392421879
4091,jamie,PROPN,509,14.790188392421879
4092,evacuar,VERB,509,14.790188392421879
4093,traje,VERB,508,14.761131047839518
4094,tirado,ADJ,508,14.761131047839518
4095,delicado,ADJ,508,14.761131047839518
4096,chaleco,NOUN,508,14.761131047839518
4097,lois,PROPN,508,14.761131047839518
4098,decirno,ADJ,508,14.761131047839518
4099,leer él,VERB,508,14.761131047839518
4100,empacar,VERB,507,14.732073703257157
4101,avance,NOUN,507,14.732073703257157
4102,prender,VERB,507,14.732073703257157
4103,barba,NOUN,507,14.732073703257157
4104,ayudo,ADJ,507,14.732073703257157
4105,conmigo.\nno,PROPN,507,14.732073703257157
4106,desperdiciar,VERB,507,14.732073703257157
4107,catherine,PROPN,507,14.732073703257157
4108,bailey,PROPN,507,14.732073703257157
4109,cementerio,NOUN,507,14.732073703257157
4110,obedecer,VERB,507,14.732073703257157
4111,pensar él,VERB,506,14.703016358674795
4112,x,NOUN,506,14.703016358674795
4113,multa,NOUN,506,14.703016358674795
4114,vinimos,VERB,506,14.703016358674795
4115,pasa,NOUN,506,14.703016358674795
4116,media,NOUN,506,14.703016358674795
4117,gusano,NOUN,506,14.703016358674795
4118,retroceder,VERB,505,14.673959014092434
4119,salí,VERB,505,14.673959014092434
4120,eva,PROPN,505,14.673959014092434
4121,carol,PROPN,505,14.673959014092434
4122,alta,NOUN,505,14.673959014092434
4123,verã,PROPN,505,14.673959014092434
4124,hemorragia,NOUN,505,14.673959014092434
4125,000,NUM,504,14.644901669510073
4126,poquito,NOUN,504,14.644901669510073
4127,él?\nno,NOUN,504,14.644901669510073
4128,tener,AUX,504,14.644901669510073
4129,acabir,VERB,504,14.644901669510073
4130,haz,PROPN,503,14.615844324927712
4131,atención,PROPN,503,14.615844324927712
4132,suspender,VERB,503,14.615844324927712
4133,obligación,NOUN,503,14.615844324927712
4134,conseguiré,VERB,503,14.615844324927712
4135,detengar,VERB,503,14.615844324927712
4136,productor,NOUN,503,14.615844324927712
4137,ratón,NOUN,503,14.615844324927712
4138,ponertir,VERB,502,14.586786980345352
4139,máscara,NOUN,502,14.586786980345352
4140,tonelada,NOUN,502,14.586786980345352
4141,período,NOUN,501,14.557729635762989
4142,anne,PROPN,501,14.557729635762989
4143,quiénes,PROPN,501,14.557729635762989
4144,corazón,PROPN,501,14.557729635762989
4145,león,NOUN,501,14.557729635762989
4146,margen,NOUN,501,14.557729635762989
4147,señor,VERB,501,14.557729635762989
4148,dado,NOUN,501,14.557729635762989
4149,munición,NOUN,501,14.557729635762989
4150,julie,PROPN,500,14.528672291180628
4151,abuso,NOUN,500,14.528672291180628
4152,acelerar,VERB,500,14.528672291180628
4153,llamarte,NOUN,500,14.528672291180628
4154,met,NOUN,500,14.528672291180628
4155,.y,NUM,499,14.499614946598266
4156,bosque,PROPN,499,14.499614946598266
4157,bien?\nsi,PROPN,499,14.499614946598266
4158,di,NOUN,499,14.499614946598266
4159,sheriff,PROPN,499,14.499614946598266
4160,eso.\npero,NOUN,498,14.470557602015905
4161,cuidir,VERB,498,14.470557602015905
4162,gracias.\nno,VERB,498,14.470557602015905
4163,vais,VERB,498,14.470557602015905
4164,entrevistar,VERB,498,14.470557602015905
4165,llámame,PROPN,498,14.470557602015905
4166,denunciar,VERB,498,14.470557602015905
4167,perspectiva,NOUN,498,14.470557602015905
4168,feria,NOUN,497,14.441500257433544
4169,tramar,VERB,497,14.441500257433544
4170,plataforma,NOUN,497,14.441500257433544
4171,falla,NOUN,497,14.441500257433544
4172,descartar,VERB,497,14.441500257433544
4173,religioso,ADJ,497,14.441500257433544
4174,historia,PROPN,497,14.441500257433544
4175,viuda,NOUN,497,14.441500257433544
4176,proceder,VERB,496,14.412442912851184
4177,combinación,NOUN,496,14.412442912851184
4178,connor,PROPN,496,14.412442912851184
4179,tio,NOUN,496,14.412442912851184
4180,acusado,ADJ,496,14.412442912851184
4181,pero.\nno,ADJ,496,14.412442912851184
4182,plazo,NOUN,496,14.412442912851184
4183,local,NOUN,496,14.412442912851184
4184,india,PROPN,496,14.412442912851184
4185,decir,PROPN,496,14.412442912851184
4186,no!\n¡no,ADV,496,14.412442912851184
4187,intenso,ADJ,496,14.412442912851184
4188,cubo,NOUN,495,14.383385568268821
4189,mataste,NOUN,495,14.383385568268821
4190,sal,NOUN,495,14.383385568268821
4191,real,PROPN,495,14.383385568268821
4192,marina,PROPN,495,14.383385568268821
4193,eso?\nporque,SCONJ,494,14.35432822368646
4194,harris,PROPN,494,14.35432822368646
4195,ramo,NOUN,494,14.35432822368646
4196,malo,NOUN,494,14.35432822368646
4197,bien.\nlo,ADJ,494,14.35432822368646
4198,circo,NOUN,494,14.35432822368646
4199,volvistir,VERB,494,14.35432822368646
4200,océano,NOUN,494,14.35432822368646
4201,â¿de,PROPN,494,14.35432822368646
4202,sospecha,NOUN,493,14.3252708791041
4203,recompensa,NOUN,493,14.3252708791041
4204,lincoln,PROPN,493,14.3252708791041
4205,saludo,NOUN,493,14.3252708791041
4206,verdad?\nno,VERB,493,14.3252708791041
4207,adiã³s,PROPN,493,14.3252708791041
4208,gente,PROPN,493,14.3252708791041
4209,estabas,PROPN,493,14.3252708791041
4210,bien.\nyo,NOUN,492,14.296213534521739
4211,casartir,VERB,492,14.296213534521739
4212,centímetro,NOUN,492,14.296213534521739
4213,tú.\nno,VERB,492,14.296213534521739
4214,vince,PROPN,492,14.296213534521739
4215,vayamos,VERB,491,14.267156189939378
4216,estable,ADJ,491,14.267156189939378
4217,insultar,VERB,491,14.267156189939378
4218,grant,PROPN,491,14.267156189939378
4219,motel,NOUN,491,14.267156189939378
4220,arco,NOUN,491,14.267156189939378
4221,picar,VERB,491,14.267156189939378
4222,good,PROPN,491,14.267156189939378
4223,hígado,NOUN,491,14.267156189939378
4224,digital,ADJ,491,14.267156189939378
4225,miguel,PROPN,491,14.267156189939378
4226,femenino,ADJ,490,14.238098845357015
4227,estaría,NOUN,490,14.238098845357015
4228,destrucción,NOUN,490,14.238098845357015
4229,nate,PROPN,490,14.238098845357015
4230,darme,VERB,490,14.238098845357015
4231,fiscal,PROPN,490,14.238098845357015
4232,cruz,PROPN,490,14.238098845357015
4233,ser él,VERB,490,14.238098845357015
4234,unico,ADJ,490,14.238098845357015
4235,mitch,PROPN,490,14.238098845357015
4236,refuerzo,NOUN,489,14.209041500774655
4237,llamer,VERB,489,14.209041500774655
4238,joseph,PROPN,489,14.209041500774655
4239,procesar,VERB,489,14.209041500774655
4240,giro,NOUN,489,14.209041500774655
4241,temor,NOUN,489,14.209041500774655
4242,papi,ADJ,489,14.209041500774655
4243,honrar,VERB,489,14.209041500774655
4244,uña,NOUN,489,14.209041500774655
4245,estropear,VERB,488,14.179984156192294
4246,jean,PROPN,488,14.179984156192294
4247,sonreír,VERB,488,14.179984156192294
4248,it's,PROPN,488,14.179984156192294
4249,suena,PROPN,488,14.179984156192294
4250,vamos.\nvir,VERB,487,14.150926811609931
4251,príncipe,PROPN,487,14.150926811609931
4252,proporcionar,VERB,487,14.150926811609931
4253,envenenar,VERB,487,14.150926811609931
4254,necesitas,PROPN,487,14.150926811609931
4255,gatillo,NOUN,487,14.150926811609931
4256,0,NUM,487,14.150926811609931
4257,encontrastar,VERB,487,14.150926811609931
4258,favor,ADV,486,14.12186946702757
4259,fatal,ADJ,486,14.12186946702757
4260,vean,VERB,486,14.12186946702757
4261,reclamar,VERB,486,14.12186946702757
4262,supiera,NOUN,485,14.092812122445208
4263,ajustar,VERB,485,14.092812122445208
4264,juez,PROPN,485,14.092812122445208
4265,32,NUM,485,14.092812122445208
4266,adelantar,VERB,485,14.092812122445208
4267,vuestro,DET,485,14.092812122445208
4268,impulso,NOUN,485,14.092812122445208
4269,katie,PROPN,485,14.092812122445208
4270,bien?\nestoy,PROPN,484,14.063754777862847
4271,justicia,PROPN,484,14.063754777862847
4272,radiación,NOUN,484,14.063754777862847
4273,banco,PROPN,484,14.063754777862847
4274,once,NUM,484,14.063754777862847
4275,cincuenta,NUM,484,14.063754777862847
4276,fácilmente,ADV,484,14.063754777862847
4277,bloque,NOUN,483,14.034697433280487
4278,aproximadamente,ADV,483,14.034697433280487
4279,devolver él,VERB,483,14.034697433280487
4280,estás,AUX,483,14.034697433280487
4281,eterno,ADJ,483,14.034697433280487
4282,tenia,NOUN,482,14.005640088698126
4283,nacido,ADJ,482,14.005640088698126
4284,cicatriz,NOUN,482,14.005640088698126
4285,llevser,VERB,482,14.005640088698126
4286,terror,NOUN,482,14.005640088698126
4287,paã­s,NOUN,482,14.005640088698126
4288,ofrecer él,VERB,482,14.005640088698126
4289,princesa,PROPN,482,14.005640088698126
4290,aplauso,NOUN,482,14.005640088698126
4291,vagina,NOUN,482,14.005640088698126
4292,sujeto,ADJ,482,14.005640088698126
4293,comisaría,NOUN,482,14.005640088698126
4294,baja,PROPN,481,13.976582744115765
4295,muelle,NOUN,481,13.976582744115765
4296,confesión,NOUN,481,13.976582744115765
4297,ellen,PROPN,481,13.976582744115765
4298,palacio,NOUN,481,13.976582744115765
4299,despejado,ADJ,481,13.976582744115765
4300,evitar él,VERB,481,13.976582744115765
4301,quedarer,VERB,480,13.947525399533403
4302,hueco,NOUN,480,13.947525399533403
4303,odia,NOUN,480,13.947525399533403
4304,mac,PROPN,480,13.947525399533403
4305,cavar,VERB,480,13.947525399533403
4306,cuadra,NOUN,480,13.947525399533403
4307,direr,VERB,480,13.947525399533403
4308,but,PROPN,480,13.947525399533403
4309,padr,ADJ,479,13.918468054951042
4310,particular,NOUN,479,13.918468054951042
4311,acabas,NUM,479,13.918468054951042
4312,asaltar,VERB,479,13.918468054951042
4313,liga,PROPN,479,13.918468054951042
4314,pon,VERB,478,13.889410710368681
4315,población,NOUN,478,13.889410710368681
4316,despuã,ADJ,478,13.889410710368681
4317,cierre,NOUN,478,13.889410710368681
4318,británico,ADJ,478,13.889410710368681
4319,apartar,VERB,478,13.889410710368681
4320,hija,PROPN,478,13.889410710368681
4321,conspiración,NOUN,478,13.889410710368681
4322,casey,PROPN,478,13.889410710368681
4323,hacertir,VERB,478,13.889410710368681
4324,allen,PROPN,478,13.889410710368681
4325,ann,PROPN,478,13.889410710368681
4326,doloroso,ADJ,477,13.86035336578632
4327,complejo,NOUN,477,13.86035336578632
4328,vosotro,ADJ,477,13.86035336578632
4329,joder,VERB,477,13.86035336578632
4330,compensar,VERB,477,13.86035336578632
4331,flotar,VERB,477,13.86035336578632
4332,lógico,ADJ,477,13.86035336578632
4333,â¡lo,NUM,477,13.86035336578632
4334,confía,NOUN,476,13.83129602120396
4335,bien.\nsólo,ADV,476,13.83129602120396
4336,vaya,NOUN,476,13.83129602120396
4337,isla,PROPN,476,13.83129602120396
4338,jamã¡s,ADV,476,13.83129602120396
4339,salchicha,NOUN,476,13.83129602120396
4340,satisfecho,ADJ,476,13.83129602120396
4341,créemir,VERB,475,13.802238676621597
4342,producción,NOUN,475,13.802238676621597
4343,maletín,NOUN,475,13.802238676621597
4344,irã,PUNCT,475,13.802238676621597
4345,anciano,NOUN,475,13.802238676621597
4346,jess,PROPN,475,13.802238676621597
4347,breve,ADJ,475,13.802238676621597
4348,eso?\n,NOUN,475,13.802238676621597
4349,preguntar tú,VERB,475,13.802238676621597
4350,noche.\nno,PROPN,474,13.773181332039234
4351,recordar él,VERB,474,13.773181332039234
4352,comprador,NOUN,474,13.773181332039234
4353,cero,NUM,474,13.773181332039234
4354,gobernar,VERB,474,13.773181332039234
4355,alfa,PROPN,473,13.744123987456874
4356,asi,PROPN,473,13.744123987456874
4357,encontraste,NOUN,473,13.744123987456874
4358,haberte,VERB,473,13.744123987456874
4359,corona,NOUN,473,13.744123987456874
4360,michelle,PROPN,473,13.744123987456874
4361,préstamo,NOUN,473,13.744123987456874
4362,matthew,PROPN,473,13.744123987456874
4363,provenir,VERB,472,13.715066642874513
4364,comparar,VERB,472,13.715066642874513
4365,times,PROPN,472,13.715066642874513
4366,equipaje,NOUN,472,13.715066642874513
4367,concentrar,VERB,472,13.715066642874513
4368,aquí.\nno,VERB,472,13.715066642874513
4369,escándalo,NOUN,472,13.715066642874513
4370,escuadrón,NOUN,472,13.715066642874513
4371,my,DET,472,13.715066642874513
4372,casino,NOUN,472,13.715066642874513
4373,â¿pued,NOUN,472,13.715066642874513
4374,fenómeno,NOUN,471,13.686009298292152
4375,pasaje,NOUN,471,13.686009298292152
4376,abuela,PROPN,471,13.686009298292152
4377,llevarer,VERB,471,13.686009298292152
4378,extraer,VERB,471,13.686009298292152
4379,ethan,PROPN,471,13.686009298292152
4380,verdad?\nsí,NOUN,471,13.686009298292152
4381,lágrima,NOUN,470,13.65695195370979
4382,williams,PROPN,470,13.65695195370979
4383,introducir,VERB,470,13.65695195370979
4384,anular,VERB,469,13.627894609127429
4385,see,PROPN,469,13.627894609127429
4386,.de,PUNCT,469,13.627894609127429
4387,testamento,NOUN,469,13.627894609127429
4388,robar él,VERB,469,13.627894609127429
4389,averiguar él,VERB,468,13.598837264545068
4390,rcito,ADJ,468,13.598837264545068
4391,esconder él,VERB,468,13.598837264545068
4392,bien.\nde,ADJ,468,13.598837264545068
4393,baã±o,PROPN,468,13.598837264545068
4394,naranja,NOUN,468,13.598837264545068
4395,2000,NUM,468,13.598837264545068
4396,esforzar,VERB,468,13.598837264545068
4397,condena,NOUN,468,13.598837264545068
4398,ascender,VERB,468,13.598837264545068
4399,controlado,ADJ,467,13.569779919962707
4400,marty,PROPN,467,13.569779919962707
4401,char él,VERB,467,13.569779919962707
4402,rebelde,NOUN,467,13.569779919962707
4403,lane,PROPN,467,13.569779919962707
4404,extranjero,ADJ,467,13.569779919962707
4405,cooperar,VERB,467,13.569779919962707
4406,complicar,VERB,467,13.569779919962707
4407,despacio,ADV,467,13.569779919962707
4408,fama,NOUN,467,13.569779919962707
4409,largar,VERB,466,13.540722575380347
4410,amado,ADJ,466,13.540722575380347
